User_ID,Name,Gender,Age,Weight,Calories_Intake,Calories_Burned,Steps,Workout_Type,Workout_Duration_Min,Sleep_Hours,Arrange_Workout_Type,Trainer_Name,Gym_Time,Arrange_Genders,Trainer,Age_Clean,Calories_Difference,Step_Category,Workout_duration,membership_type,pt_taken,duration
7949,Anjali,Female,61,88.34,3475,1128,17845,cardio,64,9.1,Cardio,PT_Raj,morning,Female,PT_Raj,61.0,2347.0,high,Long,Premium,Yes,12
3433,Sneha,Female,26,91.56,1779,340,16943,cardio,41,9.8,Cardio,PT_Vikas,Evening,Female,PT_Vikas,26.0,1439.0,high,Medium,Premium,No,6
6311,Karan,female,61,98.28,1918,734,10794,Strength,88,8.0,strenght,PT_Simran,evening,Female,PT_Simran,61.0,1184.0,high,Long,Premium,Yes,3
6051,Riya,female,57,67.45,2480,988,7779,CARDIO,69,7.5,Cardio,PT_Raj,morning,Female,PT_Raj,57.0,1492.0,medium,Long,Basic,No,6
7420,Amit,M,30,53.93,1598,637,1916,strength,30,6.9,strenght,PT_Raj,evening,Male,PT_Raj,30.0,961.0,low,Medium,Pro,No,1
2184,Rahul,Male,51,68.41,1655,185,11726,Strength,15,7.5,strenght,PT_Ajay,Morning,Male,PT_Ajay,51.0,1470.0,high,Short,Premium,Yes,3
5555,John,Female,39,81.37,2757,671,9587,Strength,50,8.2,strenght,PT_Ajay,Evening,Female,PT_Ajay,39.0,2086.0,medium,Medium,Basic,Yes,6
4385,Rahul,Female,25,53.79,3470,537,10942,Strength,44,9.0,strenght,no_trainer,Evening,Female,No Trainer,25.0,2933.0,high,Medium,Basic,No,1
7396,Karan,male,17,52.56,3118,882,3805,Cardio,87,6.1,Cardio,PT_Vikas,morning,Male,PT_Vikas,17.0,2236.0,low,Long,Premium,Yes,12
9666,Anjali,female,34,88.21,2353,991,12721,CARDIO,26,8.0,Cardio,no_trainer,Night,Female,No Trainer,34.0,1362.0,high,Short,Premium,Yes,3
3558,John,M,17,75.99,1709,1148,18522,CARDIO,86,9.6,Cardio,no_trainer,Night,Male,No Trainer,17.0,561.0,high,Long,Basic,No,3
8849,Amit,Female,46,86.21,2809,864,3608,cardio,47,9.1,Cardio,no_trainer,Morning,Female,No Trainer,46.0,1945.0,low,Medium,Premium,Yes,12
3047,Riya,M,48,69.3,3235,1006,15161,Cardio,69,8.7,Cardio,PT_Vikas,morning,Male,PT_Vikas,48.0,2229.0,high,Long,Basic,No,6
3747,Riya,Male,41,77.82,3459,787,11974,Cardio,97,9.0,Cardio,PT_Vikas,evening,Male,PT_Vikas,41.0,2672.0,high,Long,Basic,Yes,1
1189,Karan,M,23,98.15,2988,703,17556,strength,79,7.6,strenght,PT_Vikas,Evening,Male,PT_Vikas,23.0,2285.0,high,Long,Basic,Yes,6
3734,Riya,M,36,96.18,3306,269,1960,Strength,93,5.4,strenght,PT_Raj,Morning,Male,PT_Raj,36.0,3037.0,low,Long,Basic,Yes,6
4005,John,M,34,66.33,2784,290,8649,Cardio,30,9.1,Cardio,PT_Ajay,morning,Male,PT_Ajay,34.0,2494.0,medium,Medium,Basic,No,3
5658,Amit,Female,60,46.27,2925,430,3935,Strength,67,7.9,strenght,no_trainer,evening,Female,No Trainer,60.0,2495.0,low,Long,Premium,No,6
2899,Anjali,Female,19,56.14,3495,1131,16169,strength,85,5.3,strenght,PT_Ajay,Morning,Female,PT_Ajay,19.0,2364.0,high,Long,Basic,Yes,6
8734,Anjali,male,19,95.15,2755,556,10152,Strength,64,6.2,strenght,PT_Simran,Morning,Male,PT_Simran,19.0,2199.0,high,Long,Premium,No,1
2267,Anjali,M,46,95.64,2329,715,18153,Cardio,59,9.5,Cardio,no_trainer,Night,Male,No Trainer,46.0,1614.0,high,Medium,Basic,No,3
2528,Anjali,Female,55,55.25,2016,105,10315,Cardio,52,5.6,Cardio,PT_Simran,evening,Female,PT_Simran,55.0,1911.0,high,Medium,Pro,No,6
4556,Sneha,male,50,78.86,2509,403,5077,CARDIO,30,5.5,Cardio,PT_Vikas,morning,Male,PT_Vikas,50.0,2106.0,medium,Medium,Basic,Yes,12
4890,Karan,M,43,81.85,1805,1168,13263,strength,76,9.4,strenght,PT_Ajay,evening,Male,PT_Ajay,43.0,637.0,high,Long,Premium,Yes,6
9838,Karan,female,27,64.32,2304,517,17623,cardio,75,9.1,Cardio,PT_Vikas,Night,Female,PT_Vikas,27.0,1787.0,high,Long,Premium,No,12
6393,John,F,28,70.73,2878,502,11648,CARDIO,79,8.2,Cardio,PT_Vikas,Evening,Female,PT_Vikas,28.0,2376.0,high,Long,Premium,No,3
9792,Rahul,male,26,73.53,1545,986,11419,Strength,107,7.6,strenght,PT_Simran,Evening,Male,PT_Simran,26.0,559.0,high,Long,Premium,No,1
9433,Riya,Female,34,90.77,1914,772,12482,Strength,85,7.4,strenght,PT_Ajay,evening,Female,PT_Ajay,34.0,1142.0,high,Long,Pro,No,6
8513,Sneha,F,49,63.96,2027,186,3929,strength,34,6.2,strenght,PT_Ajay,Night,Female,PT_Ajay,49.0,1841.0,low,Medium,Basic,No,6
3612,Amit,Female,44,77.3,2077,248,13200,strength,57,8.6,strenght,PT_Vikas,evening,Female,PT_Vikas,44.0,1829.0,high,Medium,Premium,Yes,12
8041,Rahul,male,26,54.2,3343,490,16750,strength,79,4.5,strenght,PT_Ajay,Night,Male,PT_Ajay,26.0,2853.0,high,Long,Pro,No,1
7235,Rahul,Female,64,54.49,1689,101,11032,strength,72,5.8,strenght,no_trainer,Evening,Female,No Trainer,64.0,1588.0,high,Long,Basic,No,1
6486,Sneha,F,21,99.95,2359,725,3029,cardio,71,6.4,Cardio,PT_Ajay,Morning,Female,PT_Ajay,21.0,1634.0,low,Long,Premium,No,12
8099,John,Male,35,86.48,3072,966,8409,Strength,102,6.8,strenght,no_trainer,morning,Male,No Trainer,35.0,2106.0,medium,Long,Pro,No,12
1775,Riya,M,56,92.69,2936,623,16640,Cardio,20,5.1,Cardio,PT_Simran,evening,Male,PT_Simran,56.0,2313.0,high,Short,Premium,Yes,12
9226,Amit,male,50,98.18,1949,187,13514,Strength,31,8.2,strenght,PT_Vikas,evening,Male,PT_Vikas,50.0,1762.0,high,Medium,Basic,No,6
4152,Amit,F,48,85.51,2461,826,9788,CARDIO,91,8.0,Cardio,PT_Vikas,evening,Female,PT_Vikas,48.0,1635.0,medium,Long,Premium,No,12
2585,Rahul,M,62,48.55,2493,643,15252,strength,69,6.5,strenght,PT_Ajay,morning,Male,PT_Ajay,62.0,1850.0,high,Long,Basic,No,1
4943,Amit,Male,29,61.72,1610,268,19238,Cardio,99,9.3,Cardio,PT_Simran,morning,Male,PT_Simran,29.0,1342.0,high,Long,Basic,Yes,12
8555,Karan,M,23,89.43,2524,231,9062,strength,17,5.9,strenght,PT_Raj,Night,Male,PT_Raj,23.0,2293.0,medium,Short,Pro,Yes,6
4073,Karan,Female,61,66.3,3475,653,15323,CARDIO,25,4.6,Cardio,PT_Raj,morning,Female,PT_Raj,61.0,2822.0,high,Short,Basic,No,3
2021,Riya,male,27,52.97,1815,516,8177,strength,117,5.3,strenght,PT_Ajay,Night,Male,PT_Ajay,27.0,1299.0,medium,Long,Premium,No,3
4843,Karan,M,39,82.89,3120,1156,14965,Cardio,75,4.2,Cardio,PT_Ajay,morning,Male,PT_Ajay,39.0,1964.0,high,Long,Basic,Yes,3
8989,John,M,44,72.64,1670,731,9161,CARDIO,21,4.0,Cardio,PT_Vikas,Night,Male,PT_Vikas,44.0,939.0,medium,Short,Basic,Yes,3
7873,Priya,Male,40,45.72,2109,223,14190,cardio,55,4.7,Cardio,PT_Vikas,Night,Male,PT_Vikas,40.0,1886.0,high,Medium,Basic,No,1
6675,Sneha,Male,24,45.71,2953,466,15823,CARDIO,41,7.8,Cardio,PT_Simran,Morning,Male,PT_Simran,24.0,2487.0,high,Medium,Basic,No,3
1161,Karan,male,19,68.31,3453,872,2128,strength,113,4.1,strenght,PT_Simran,Morning,Male,PT_Simran,19.0,2581.0,low,Long,Basic,No,3
5297,Karan,female,24,99.91,1648,268,14043,cardio,104,5.1,Cardio,PT_Ajay,morning,Female,PT_Ajay,24.0,1380.0,high,Long,Basic,No,6
1995,Rahul,male,38,93.31,2466,563,13830,strength,15,8.8,strenght,PT_Vikas,Morning,Male,PT_Vikas,38.0,1903.0,high,Short,Premium,Yes,12
8629,Riya,female,58,45.34,1527,778,14041,strength,52,8.8,strenght,PT_Vikas,Evening,Female,PT_Vikas,58.0,749.0,high,Medium,Basic,No,1
2016,Sneha,female,44,63.86,1839,882,2011,Strength,70,6.8,strenght,PT_Ajay,morning,Female,PT_Ajay,44.0,957.0,low,Long,Premium,Yes,1
8869,John,F,20,97.91,2359,1108,1972,CARDIO,51,9.3,Cardio,no_trainer,Evening,Female,No Trainer,20.0,1251.0,low,Medium,Basic,No,3
7439,John,male,29,62.7,1720,327,16060,Cardio,41,4.2,Cardio,no_trainer,Evening,Male,No Trainer,29.0,1393.0,high,Medium,Pro,Yes,12
8892,Amit,M,41,60.22,3010,814,3719,CARDIO,45,9.2,Cardio,PT_Raj,Night,Male,PT_Raj,41.0,2196.0,low,Medium,Basic,No,6
7863,Sneha,F,17,81.23,3093,1036,17744,CARDIO,22,7.3,Cardio,PT_Raj,morning,Female,PT_Raj,17.0,2057.0,high,Short,Basic,No,3
8916,Riya,Male,64,48.87,1706,750,18057,strength,71,4.6,strenght,PT_Ajay,Morning,Male,PT_Ajay,64.0,956.0,high,Long,Premium,Yes,12
9529,Amit,Male,35,87.45,2526,1142,19963,strength,39,5.9,strenght,PT_Vikas,Night,Male,PT_Vikas,35.0,1384.0,high,Medium,Premium,Yes,6
1878,Sneha,Female,55,86.57,1920,1034,13615,strength,18,7.7,strenght,PT_Raj,evening,Female,PT_Raj,55.0,886.0,high,Short,Pro,No,1
5887,Amit,Male,44,95.78,3367,1023,9738,strength,40,4.2,strenght,PT_Ajay,Morning,Male,PT_Ajay,44.0,2344.0,medium,Medium,Basic,No,6
5859,Rahul,male,27,79.56,2281,791,7890,cardio,66,7.2,Cardio,PT_Vikas,morning,Male,PT_Vikas,27.0,1490.0,medium,Long,Basic,No,3
7331,Riya,M,30,87.76,2458,802,9537,CARDIO,32,7.7,Cardio,PT_Vikas,Night,Male,PT_Vikas,30.0,1656.0,medium,Medium,Basic,No,1
9571,Anjali,Female,29,82.91,2172,488,5191,Strength,112,8.8,strenght,no_trainer,Evening,Female,No Trainer,29.0,1684.0,medium,Long,Premium,Yes,3
9684,Anjali,F,44,88.88,2569,766,12142,cardio,117,8.3,Cardio,PT_Ajay,Night,Female,PT_Ajay,44.0,1803.0,high,Long,Basic,No,3
8208,John,male,55,61.88,2019,792,16051,Strength,92,5.7,strenght,PT_Raj,morning,Male,PT_Raj,55.0,1227.0,high,Long,Premium,No,6
6276,Sneha,F,47,48.58,3421,289,7076,Strength,11,6.2,strenght,PT_Raj,morning,Female,PT_Raj,47.0,3132.0,medium,Short,Basic,No,1
3062,Riya,female,33,85.18,2323,581,16306,CARDIO,85,8.5,Cardio,no_trainer,Night,Female,No Trainer,33.0,1742.0,high,Long,Basic,Yes,12
1064,Karan,Female,16,76.92,3322,829,6994,CARDIO,78,6.9,Cardio,PT_Simran,Night,Female,PT_Simran,16.0,2493.0,medium,Long,Basic,Yes,3
9006,Priya,F,28,46.32,2849,685,4943,cardio,36,5.5,Cardio,PT_Simran,morning,Female,PT_Simran,28.0,2164.0,low,Medium,Basic,Yes,6
3568,Priya,M,23,48.03,2464,448,1523,strength,14,7.6,strenght,no_trainer,Evening,Male,No Trainer,23.0,2016.0,low,Short,Basic,Yes,1
6463,Riya,Male,46,86.78,3032,692,8349,cardio,119,5.2,Cardio,PT_Raj,evening,Male,PT_Raj,46.0,2340.0,medium,Long,Basic,Yes,6
3027,Karan,F,44,92.14,1670,573,18477,cardio,26,8.3,Cardio,PT_Simran,evening,Female,PT_Simran,44.0,1097.0,high,Short,Premium,No,1
3695,Anjali,F,31,77.65,2881,715,15378,Strength,117,5.5,strenght,PT_Simran,evening,Female,PT_Simran,31.0,2166.0,high,Long,Basic,Yes,12
6258,Karan,female,44,88.66,3061,320,11082,Cardio,78,7.5,Cardio,PT_Ajay,evening,Female,PT_Ajay,44.0,2741.0,high,Long,Basic,No,3
6618,John,F,44,69.25,2325,691,11431,Cardio,68,7.3,Cardio,PT_Simran,morning,Female,PT_Simran,44.0,1634.0,high,Long,Basic,Yes,6
7736,Anjali,Male,20,68.01,1747,1141,1486,Cardio,25,6.5,Cardio,no_trainer,evening,Male,No Trainer,20.0,606.0,low,Short,Premium,No,3
1391,Priya,male,47,64.97,1707,236,6412,cardio,50,7.2,Cardio,no_trainer,Morning,Male,No Trainer,47.0,1471.0,medium,Medium,Basic,No,12
6892,Amit,F,63,53.43,2370,768,18512,cardio,53,9.0,Cardio,PT_Simran,Evening,Female,PT_Simran,63.0,1602.0,high,Medium,Basic,No,6
4561,Anjali,female,42,94.2,3351,161,4462,CARDIO,24,9.8,Cardio,PT_Ajay,morning,Female,PT_Ajay,42.0,3190.0,low,Short,Pro,No,1
7184,Riya,Female,35,90.39,1783,956,4798,Cardio,31,4.9,Cardio,PT_Simran,Evening,Female,PT_Simran,35.0,827.0,low,Medium,Basic,Yes,3
4099,Karan,F,58,77.9,3315,1127,11080,strength,20,4.3,strenght,PT_Simran,Night,Female,PT_Simran,58.0,2188.0,high,Short,Basic,No,12
7278,John,female,31,75.54,1962,457,1481,Cardio,99,9.0,Cardio,PT_Ajay,Night,Female,PT_Ajay,31.0,1505.0,low,Long,Premium,Yes,12
9392,Riya,male,64,86.66,2309,855,7506,cardio,91,5.2,Cardio,no_trainer,Morning,Male,No Trainer,64.0,1454.0,medium,Long,Basic,No,6
4104,Rahul,F,62,94.76,3115,1042,14939,cardio,35,5.0,Cardio,PT_Vikas,Morning,Female,PT_Vikas,62.0,2073.0,high,Medium,Pro,No,1
8215,Anjali,female,48,82.08,2667,1010,2315,strength,26,6.0,strenght,no_trainer,Evening,Female,No Trainer,48.0,1657.0,low,Short,Basic,Yes,12
3454,Karan,female,53,50.33,3156,774,7519,CARDIO,47,4.5,Cardio,no_trainer,Morning,Female,PT_Raj,53.0,2382.0,medium,Medium,Basic,Yes,12
9996,Rahul,female,57,66.04,3087,309,13007,strength,29,5.1,strenght,PT_Simran,evening,Female,PT_Simran,57.0,2778.0,high,Short,Premium,Yes,6
3731,Amit,Female,26,85.38,1516,348,4722,strength,87,4.1,strenght,PT_Simran,evening,Female,PT_Simran,26.0,1168.0,low,Long,Basic,Yes,1
9154,Sneha,Male,58,67.22,3136,921,7523,strength,55,8.4,strenght,PT_Simran,Evening,Male,PT_Simran,58.0,2215.0,medium,Medium,Premium,Yes,6
6056,Priya,female,57,71.91,1720,931,17294,cardio,107,8.0,Cardio,PT_Raj,Morning,Female,PT_Raj,57.0,789.0,high,Long,Pro,No,6
9110,Rahul,Female,42,61.05,1908,300,7087,Strength,98,9.2,strenght,no_trainer,evening,Female,No Trainer,42.0,1608.0,medium,Long,Premium,Yes,12
4840,John,Female,17,89.37,1749,1016,15974,Cardio,96,9.6,Cardio,PT_Ajay,evening,Female,PT_Ajay,17.0,733.0,high,Long,Premium,Yes,3
2028,Karan,Male,43,63.45,3179,760,19213,Strength,53,6.2,strenght,PT_Vikas,Night,Male,PT_Vikas,43.0,2419.0,high,Medium,Pro,No,3
8385,Rahul,male,47,66.15,3112,246,11315,Strength,15,9.4,strenght,PT_Raj,evening,Male,PT_Raj,47.0,2866.0,high,Short,Pro,Yes,3
1502,John,Female,39,91.3,2174,215,15366,cardio,30,6.8,Cardio,PT_Ajay,Evening,Female,PT_Ajay,39.0,1959.0,high,Medium,Basic,No,3
7910,Sneha,male,22,63.79,3419,141,17295,Strength,72,5.9,strenght,PT_Raj,Evening,Male,PT_Raj,22.0,3278.0,high,Long,Basic,No,3
7938,Priya,M,41,93.63,2306,474,8400,strength,14,8.6,strenght,no_trainer,Morning,Male,No Trainer,41.0,1832.0,medium,Short,Basic,No,6
5488,Priya,female,63,99.09,1869,361,6515,Cardio,58,8.0,Cardio,PT_Simran,Morning,Female,PT_Simran,63.0,1508.0,medium,Medium,Premium,Yes,12
1206,Priya,F,19,69.16,3435,836,7788,CARDIO,40,4.2,Cardio,no_trainer,morning,Female,No Trainer,19.0,2599.0,medium,Medium,Premium,No,1
6134,Priya,female,53,93.13,2123,1002,8463,strength,59,6.7,strenght,PT_Vikas,Morning,Female,PT_Vikas,53.0,1121.0,medium,Medium,Basic,Yes,1
6977,Karan,F,50,74.47,3240,724,6977,CARDIO,113,9.4,Cardio,PT_Raj,morning,Female,PT_Raj,50.0,2516.0,medium,Long,Pro,No,3
8721,Riya,F,37,99.97,3438,472,11354,strength,31,9.1,strenght,PT_Simran,Evening,Female,PT_Simran,37.0,2966.0,high,Medium,Basic,Yes,6
8035,Amit,female,23,71.12,1928,1103,19039,Cardio,82,5.9,Cardio,PT_Raj,morning,Female,PT_Raj,23.0,825.0,high,Long,Basic,Yes,3
2484,Rahul,Male,35,57.99,3190,1052,12122,strength,75,5.0,strenght,PT_Vikas,evening,Male,PT_Vikas,35.0,2138.0,high,Long,Basic,No,6
8858,Riya,female,56,47.03,1851,597,7815,Cardio,65,5.9,Cardio,PT_Raj,evening,Female,PT_Raj,56.0,1254.0,medium,Long,Premium,Yes,12
1863,Karan,Male,36,92.57,2439,300,8694,cardio,16,8.4,Cardio,no_trainer,Morning,Male,No Trainer,36.0,2139.0,medium,Short,Pro,Yes,3
3790,Anjali,Female,25,50.19,1785,571,5395,Cardio,78,7.0,Cardio,PT_Ajay,Night,Female,PT_Ajay,25.0,1214.0,medium,Long,Pro,Yes,1
8408,Karan,F,35,55.62,2253,202,18122,CARDIO,72,6.8,Cardio,PT_Vikas,Evening,Female,PT_Vikas,35.0,2051.0,high,Long,Premium,No,3
9755,Riya,F,58,66.1,1715,640,16893,Cardio,43,8.5,Cardio,PT_Raj,Evening,Female,PT_Raj,58.0,1075.0,high,Medium,Pro,No,1
6116,Karan,M,50,75.69,3111,1171,14199,Strength,107,4.8,strenght,PT_Raj,Night,Male,PT_Raj,50.0,1940.0,high,Long,Premium,Yes,1
7019,John,F,50,94.26,1505,602,11465,Cardio,47,8.4,Cardio,PT_Simran,Evening,Female,PT_Simran,50.0,903.0,high,Medium,Premium,No,6
2757,Anjali,Female,42,82.58,1901,919,10750,Strength,76,8.2,strenght,no_trainer,Evening,Female,No Trainer,42.0,982.0,high,Long,Premium,No,1
8574,Karan,Female,19,80.13,3165,560,16717,Strength,61,4.4,strenght,PT_Raj,morning,Female,PT_Raj,19.0,2605.0,high,Long,Basic,No,1
7374,Sneha,F,27,83.94,2630,485,11301,cardio,51,6.9,Cardio,PT_Raj,Morning,Female,PT_Raj,27.0,2145.0,high,Medium,Premium,Yes,1
7892,Karan,Male,61,66.49,1788,584,10932,Cardio,119,6.0,Cardio,no_trainer,evening,Male,No Trainer,61.0,1204.0,high,Long,Pro,No,1
2678,Priya,Male,31,88.04,2239,716,7621,Cardio,119,9.6,Cardio,PT_Simran,morning,Male,PT_Simran,31.0,1523.0,medium,Long,Basic,No,1
4242,Anjali,female,29,63.89,2385,658,2331,Cardio,88,8.4,Cardio,PT_Vikas,Evening,Female,PT_Vikas,29.0,1727.0,low,Long,Pro,No,1
5636,Riya,Female,51,77.5,2908,618,16980,Strength,47,9.3,strenght,PT_Ajay,evening,Female,PT_Ajay,51.0,2290.0,high,Medium,Pro,No,6
2059,Priya,F,30,81.83,2273,229,6299,Cardio,70,9.2,Cardio,PT_Raj,Evening,Female,PT_Raj,30.0,2044.0,medium,Long,Basic,No,12
7668,Sneha,F,56,71.1,2128,1126,3920,CARDIO,104,8.8,Cardio,PT_Simran,Night,Female,PT_Simran,56.0,1002.0,low,Long,Basic,No,1
4157,Riya,M,40,46.49,3413,676,18283,cardio,110,8.1,Cardio,no_trainer,Evening,Male,No Trainer,40.0,2737.0,high,Long,Premium,No,12
6915,John,M,40,81.91,2679,966,9930,strength,114,5.2,strenght,PT_Raj,Evening,Male,PT_Raj,40.0,1713.0,medium,Long,Pro,No,1
3693,Riya,female,54,51.07,2956,442,15585,Cardio,25,7.4,Cardio,no_trainer,Night,Female,No Trainer,54.0,2514.0,high,Short,Premium,No,6
4627,Karan,female,17,78.29,3149,892,12886,strength,111,6.5,strenght,PT_Simran,morning,Female,PT_Simran,17.0,2257.0,high,Long,Basic,No,12
6450,Riya,Male,31,73.73,3403,959,9010,Cardio,103,8.0,Cardio,PT_Simran,Evening,Male,PT_Simran,31.0,2444.0,medium,Long,Basic,No,1
2663,Rahul,Male,58,79.24,2420,1182,19818,strength,51,5.3,strenght,PT_Simran,evening,Male,PT_Simran,58.0,1238.0,high,Medium,Basic,No,6
6592,Sneha,female,26,68.32,3060,111,3016,Cardio,21,4.3,Cardio,PT_Simran,evening,Female,PT_Simran,26.0,2949.0,low,Short,Basic,No,12
8392,Priya,Female,59,91.23,3305,944,4874,CARDIO,62,8.8,Cardio,PT_Vikas,Night,Female,PT_Vikas,59.0,2361.0,low,Long,Pro,Yes,3
2306,Sneha,Male,43,70.69,3450,854,18862,strength,104,6.5,strenght,no_trainer,morning,Male,No Trainer,43.0,2596.0,high,Long,Basic,No,3
7776,Riya,F,41,55.15,1504,1159,4099,Strength,57,9.7,strenght,PT_Simran,morning,Female,PT_Simran,41.0,345.0,low,Medium,Basic,No,1
6864,Anjali,F,22,64.12,3223,883,3111,CARDIO,72,4.8,Cardio,PT_Vikas,Morning,Female,PT_Vikas,22.0,2340.0,low,Long,Basic,Yes,1
8526,Priya,Male,33,74.52,2089,745,16939,Cardio,115,6.0,Cardio,PT_Ajay,Night,Male,PT_Ajay,33.0,1344.0,high,Long,Pro,No,1
9901,Amit,Female,45,85.78,2568,493,11474,strength,53,6.0,strenght,PT_Simran,evening,Female,PT_Simran,45.0,2075.0,high,Medium,Premium,No,6
6575,Rahul,F,46,99.41,3412,445,7950,strength,63,8.1,strenght,PT_Ajay,Morning,Female,PT_Ajay,46.0,2967.0,medium,Long,Premium,No,1
6530,Karan,F,43,72.79,3055,728,19426,Cardio,53,6.6,Cardio,PT_Raj,morning,Female,PT_Raj,43.0,2327.0,high,Medium,Basic,Yes,6
5413,Rahul,F,27,71.8,1715,642,3360,Strength,117,7.9,strenght,PT_Vikas,morning,Female,PT_Vikas,27.0,1073.0,low,Long,Basic,Yes,3
4748,John,Female,22,69.88,2404,1194,1088,strength,77,7.2,strenght,PT_Simran,Evening,Female,PT_Simran,22.0,1210.0,low,Long,Basic,Yes,3
1663,John,male,22,83.53,2219,1091,9609,strength,33,5.7,strenght,PT_Raj,Morning,Male,PT_Raj,22.0,1128.0,medium,Medium,Basic,No,3
2998,Amit,male,33,50.53,2122,113,18309,cardio,100,6.6,Cardio,PT_Simran,morning,Male,PT_Simran,33.0,2009.0,high,Long,Basic,No,12
8994,Anjali,F,64,74.51,2211,950,4138,Strength,33,8.9,strenght,no_trainer,Night,Female,No Trainer,64.0,1261.0,low,Medium,Pro,Yes,12
2495,Rahul,Male,39,90.23,2313,539,7874,CARDIO,30,5.6,Cardio,PT_Simran,Morning,Male,PT_Simran,39.0,1774.0,medium,Medium,Basic,Yes,6
4304,Riya,M,56,78.33,1958,685,8615,cardio,92,8.4,Cardio,PT_Raj,evening,Male,PT_Raj,56.0,1273.0,medium,Long,Premium,No,12
4763,Amit,M,26,97.51,1845,855,12017,strength,76,5.0,strenght,no_trainer,Evening,Male,No Trainer,26.0,990.0,high,Long,Premium,Yes,1
6232,Rahul,Female,57,97.87,3317,917,11888,strength,77,8.2,strenght,no_trainer,morning,Female,No Trainer,57.0,2400.0,high,Long,Pro,No,6
2853,Anjali,Male,45,97.66,1510,1155,15646,cardio,13,4.7,Cardio,no_trainer,Night,Male,No Trainer,45.0,355.0,high,Short,Pro,No,6
7585,Anjali,male,40,88.31,1780,997,9394,Strength,35,4.7,strenght,PT_Simran,evening,Male,PT_Simran,40.0,783.0,medium,Medium,Basic,Yes,1
2291,Rahul,Male,44,87.88,2600,408,1639,cardio,21,9.6,Cardio,PT_Ajay,Night,Male,PT_Ajay,44.0,2192.0,low,Short,Basic,Yes,6
4581,Riya,Male,60,86.17,3313,679,16650,Strength,64,9.9,strenght,no_trainer,morning,Male,No Trainer,60.0,2634.0,high,Long,Pro,Yes,6
8554,Priya,F,32,48.31,1794,774,13718,Cardio,87,6.7,Cardio,PT_Raj,Morning,Female,PT_Raj,32.0,1020.0,high,Long,Basic,No,1
8280,Amit,M,56,94.56,2734,226,2431,CARDIO,62,9.0,Cardio,PT_Vikas,evening,Male,PT_Vikas,56.0,2508.0,low,Long,Pro,No,1
2636,Riya,male,60,67.12,2758,802,8095,strength,43,4.5,strenght,no_trainer,Morning,Male,No Trainer,60.0,1956.0,medium,Medium,Pro,No,12
4696,John,F,47,59.71,2460,733,14603,cardio,95,8.6,Cardio,PT_Raj,Evening,Female,PT_Raj,47.0,1727.0,high,Long,Premium,No,12
1698,John,female,53,58.86,1600,266,1409,CARDIO,25,6.6,Cardio,no_trainer,evening,Female,No Trainer,53.0,1334.0,low,Short,Premium,No,12
5737,Anjali,F,43,56.88,3483,391,4670,Strength,86,6.0,strenght,PT_Ajay,evening,Female,PT_Ajay,43.0,3092.0,low,Long,Basic,Yes,12
1854,Priya,Female,42,73.79,1577,637,14551,CARDIO,105,7.6,Cardio,no_trainer,morning,Female,No Trainer,42.0,940.0,high,Long,Premium,No,6
